historic,memorial,artist_name,artist_name:en,artist_name:ru,artwork_type,height,min_height,name,name:de,name:en,name:fa,name:fr,name:hy,name:ml,name:ru,name:tr,start_date,tourism,wikidata,wikipedia,material,wikipedia:fr,wikipedia:hy,wikipedia:ru,amenity,man_made,wikimedia_commons,author,architect,year,statue,subject:wikidata,subject:wikipedia,check_date,fountain,access,addr:city,addr:country,addr:housename,addr:housenumber,addr:postcode,addr:street,email,fax,fee,name:ca,opening_hours,phone,website,memorial:subject:ru,name:ja,name:simple,contact:facebook,contact:linkedin,contact:twitter,contact:youtube,facebook,name:uk,wheelchair,contact:instagram,inscription,inscription:hy,inscription:ru,contact:email,contact:website,alt_name:en,charge,name:pl,artist_name:hy,memorial:conflict,operator,operator:en,operator:hy,operator:ref,price,wikipedia:en,seasonal,bottle,stele,war_memorial,drinking_water,zoo,material:wikidata,capacity,fixme,museum,was:amenity,contact:phone,layer,disused:amenity,payment:american_express,payment:mastercard,payment:visa,note,internet_access,description,addr:city:en,addr:street:en,alt_name,artist:wikipedia,monument,model,model:wikidata,vehicle:type,name:etymology:wikidata,location,source,covered,lit,subject:en,level,colour,type,religion,year_of_construction,short_name,short_name:en,short_name:hy,openplaques:id,historic:civilization,ruins,surface,backrest,seats,memorial:subject,subject:wikipedia:ru,outdoor_seating,description:ru,ele,archaeological_site,image,support,inscription:en,building,building:levels,int_name,area,loc_name,highway,name:etymology,building:colour,building:material,roof:shape,denomination,instagram,roof:levels,building:levels:underground,attraction,alt_name:hy,alt_name:ru,bridge:structure,old_name,old_name:en,old_name:hy,old_name:ru,building:facade:colour,building:facade:material,fence,fence_type,contact:tiktok,toilets:wheelchair,tomb,historic:period,area:highway,architect:wikidata,artist:wikidata,name:ku,artist_name:fr,name:es,payment:cash,payment:credit_cards,wikipedia:de,artwork_subject,addr:floor,description:en,sculpture_type,nat_name,panoramax,name:prg,barrier,railing,handrail,incline,ramp,step_count,smoothness,tunnel,orig_geom_type,orig_geom_wkt,feature_id,dist_to_g_m,lon,lat,geometry_wkt
memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458746.270929 4447620.966205),645,247.6072223687351,44.515448,40.177951699999994,POINT (44.515448 40.177952)
memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458743.209986 4447631.08369),646,246.82512433976925,44.5154114,40.17804269999999,POINT (44.515411 40.178043)
memorial,stele,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (463275.569146 4449733.058357),647,5238.504350698566,44.5685255,40.1971905,POINT (44.568526 40.19719)
memorial,stele,,,,,,,,,,,,,,,,,,,,stone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458996.359382 4448285.791344),648,867.2730885513669,44.518343,40.183953499999994,POINT (44.518343 40.183953)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (461551.854069 4450963.683129),649,4560.1291097822,44.5482006,40.2082002,POINT (44.548201 40.2082)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (461428.11596 4450978.876949),650,4489.876421669863,44.5467457,40.208331400000006,POINT (44.546746 40.208331)
memorial,khachkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (461083.650497 4451133.17716),651,4397.491029377982,44.5426887,40.2097056,POINT (44.542689 40.209706)
memorial,stele,artwork,,,,,,,,,,,,,,,,,,,tuff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,khachkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (461539.636187 4451102.947544),652,4656.658763913849,44.5480487,40.20945429999999,POINT (44.548049 40.209454)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (461666.193991 4451043.408741),653,4695.96447688528,44.5495394,40.2089237,POINT (44.549539 40.208924)
memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458796.017999 4447559.912647),654,292.7520722355928,44.5160362,40.177404100000004,POINT (44.516036 40.177404)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (461535.130131 4450610.81795),655,4292.331280398488,44.5480252,40.20502040000001,POINT (44.548025 40.20502)
memorial,plaque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"National Center of Aesthetics Named After Henrikh Igityan
""Metro"" Theatre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (455983.74849 4444698.140734),656,3822.202029034924,44.4832013,40.15147909999999,POINT (44.483201 40.151479)
memorial,bust,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458890.177449 4447815.427168),657,456.81807122089145,44.5171258,40.179710699999994,POINT (44.517126 40.179711)
memorial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458813.130428 4447575.359073),658,309.6248886836376,44.5162362,40.17754409999999,POINT (44.516236 40.177544)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458267.3029 4448624.928102),659,1078.9469715895696,44.5097573,40.1869729,POINT (44.509757 40.186973)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459945.350638 4449075.234977),660,2082.81373054331,44.529441,40.1911116,POINT (44.529441 40.191112)
,pulpulak,,,,,,,,,,,,,,,,,,,,,,,,drinking_water,,,,,,,,,,bubbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458302.6786 4448258.428869),661,715.057501823259,44.5101966,40.1836728,POINT (44.510197 40.183673)
,,,,,statue,,,Արամ Խաչատրյանի արձան,,Aram Khachaturyan monument,بنای یادبود آرام خاچاتوریان,,Արամ Խաչատրյանի արձան,,Памятник Араму Хачатряну,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458725.335299 4448586.249915),662,1038.068205011278,44.5151402,40.186647099999995,POINT (44.51514 40.186647)
,,Norayr Karganyan,,,statue,,,Մարշալ Բաղրամյանի արձան,,Marshal Baghramyan statue,,Statue équestre du Maréchal Bagramian,Մարշալ Բաղրամյանի արձան,,Статуя Маршала Баграмяна,,,artwork,Q16388663,hy:Հովհաննես Բաղրամյանի հուշարձան (Երևան),,,,,,,,,Eduard Arevshatyan,,equestrian,Q48112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q16380773,Q16334108,زانكۆ ی ئەمەریكی,,,,,,,,,,,,,,,,,,,,,Point,POINT (457819.530332 4449233.60722),663,1796.7363947995689,44.5044575,40.192434199999994,POINT (44.504458 40.192434)
,,Ara Harutyunyan,,,statue,,,Կոմիտասի արձան,,Komitas statue,,Statue de Komitas,Կոմիտասի արձան,,Памятник Комитасу,,1988,artwork,Q16386347,hy:Կոմիտասի հուշարձան (Երևան),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458819.70942 4448647.028123),664,1120.411719120797,44.5162449,40.187199299999996,POINT (44.516245 40.187199)
,,,,,sculpture,,,Առյուծի քանդակ,,A lion sculpture,,,Առյուծի քանդակ,,Скульптура льва,,,artwork,,,steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458160.772294 4447391.299234),665,387.53960857880065,44.5085861,40.1758536,POINT (44.508586 40.175854)
,,,,,statue,,,Միքայել Նալբանդյանի արձան,,Mikael Nalbandyan statue,,,Միքայել Նալբանդյանի արձան,,Статуя Микаела Налбандяна,,,artwork,Q16393617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459468.932507 4448247.479281),666,1178.167001021849,44.5238964,40.183631299999995,POINT (44.523896 40.183631)
,,,,,painting,,,Painters Vernissage,,,,,,,,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Painters gather here to sell their work in the park. Much larger selection on weekends.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458653.452093 4448675.041449),667,1113.0288317318073,44.514290100000004,40.1874435,POINT (44.51429 40.187444)
,,Օգյուստ Ռոդեն,Auguste Rodin,Огюст Роден,statue,,,Ժյուլ Բաստիեն Լըպաժ,,Jules Bastien-Lepage,,Jules Bastien-Lepage,,,Жюль Бастьен-Лепаж,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auguste Rodin,,,,,,,,,,,,,,,,,,,,Point,POINT (458732.557353 4448650.733498),668,1102.6261726492069,44.5152209,40.187228399999995,POINT (44.515221 40.187228)
,,,,,statue,,,Aram Bey Cholakyan,,,,,,,,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (459688.9008 4449916.78504),669,2627.242558399129,44.5263756,40.198681,POINT (44.526376 40.198681)
,,Fernando Botero,,,sculpture,,,Կատու,,Cat,,Chat,Կատու,,Кошка,,,artwork,Q16364187,"hy:Կատու (քանդակ, Երևան)",,,"Կատու (քանդակ, Երևան)",,,,File:Botero's cat.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gato,,,,,,,,,,,,,,,,,,,Point,POINT (458770.666114 4448960.620132),670,1413.9292342038002,44.5156487,40.1900221,POINT (44.515649 40.190022)
,,Peter Woytuk,,,statue,,,Կիվի,,Kiwi,,Kiwi,Կիվի,,Киви,,,artwork,Q52815625,,,,,,,,,,,,,,,,,,,,,,,,,,,Kiwi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458744.661907 4448964.047576),671,1412.6244616199644,44.515343,40.1900517,POINT (44.515343 40.190052)
,,Fernando Botero,,,sculpture,,,Ծխող կինը,,Smoking Woman,,,Ծխող կին,,Курящая женщина,,,artwork,Q16364184,"hy:Ծխող կինը (քանդակ, Երևան)",,,"Ծխող կինը (քանդակ, Երևան)",,,,"File:Cascade, Yerevan 85.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mujer Fumando un Cigarrillo,,,,,,,,,,,,,,,,,,,Point,POINT (458754.251339 4448933.637324),672,1384.3749161991232,44.5154576,40.1897782,POINT (44.515458 40.189778)
,,Tom Hill,,,sculpture,,,Օլիմպիական ձիեր,,Olympic Horses,,Olympic Horses,Օլիմպիական ձիեր,,Олимпийские кони,,2012,artwork,Q52817921,,steel,,,,,,,,,,,,,,,,,,,,,,,,,Cavalls Olímpcs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458751.595005 4448885.212363),673,1336.2838903708716,44.5154295,40.1893418,POINT (44.51543 40.189342)
,,Joanna Vasconcelos,,,sculpture,,,Թեյի տաղավար,,Pavillon de the (AP),,,Թեյի տաղավար,,Чайный павильон,,2012,artwork,Q52818872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458749.517022 4448860.093795),674,1311.2188110071938,44.5154067,40.189115400000006,POINT (44.515407 40.189115)
,,,,,,,,,,,,,,,,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (455717.025565 4449232.126821),675,3243.4646346963705,44.479758,40.1923125,POINT (44.479758 40.192312)
,,,,,,,,Gegaspar Cinematography & Photography,,,,,,,,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (452168.449991 4446838.437266),676,6377.419792241039,44.4382486,40.1705527,POINT (44.438249 40.170553)
,,,,,statue,,,Տորք Անգեղ,,Torq Angegh,,,Տորք Անգեղ,,Торк Ангех,,1982,artwork,Q2503476,hy:Տորք Անգեղ,metal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (463532.647646 4449509.596999),677,5389.4134784834,44.5715585,40.19518849999999,POINT (44.571558 40.195188)
,,,,,,,,Դալան պատկերասրահը,,Dalan Art Gallery and Cafe,,,Դալան պատկերասրահը,,Далан арт галерея,,2010,gallery,,,,,,,,,,,,,,,,2025-10-24,,,Երևան,AM,,12,0001,Աբովյան փողոց,artdalan@yahoo.com,,no,,Mo-Su 09:00-00:00,+374 93 714318;+374 99 553307;+374 99 580658,https://dalan.am/art_gallery/,,,,DalanArtDecor,,,,https://www.facebook.com/DalanArtDecor/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,Point,POINT (458790.31811 4447965.307069),678,486.6404771541208,44.5159433,40.1810561,POINT (44.515943 40.181056)
,,Barry Flanagan,,,sculpture,,,Բռնցքահարող մեծ ճագար զնդանի վրա,,Large Boxing Hare on Anvil,,,Բռնցքահարող մեծ ճագար զնդանի վրա,,Большой боксирующий заяц на наковальне,,,artwork,Q52815870,,bronze,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458746.92594 4448879.776754),679,1330.0807991148497,44.515375,40.18929260000001,POINT (44.515375 40.189293)
,,James Plensa,,,,,,Ստվերներ I,,Shadows I,,Shadows I,Ստվերներ I,,Тени I,,2006,artwork,Q52821263,,,,,,,,,,,,,,,,,,,,,,,,,,,Ombres I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458751.959652 4448839.723461),680,1291.6834095040226,44.5154367,40.18893200000001,POINT (44.515437 40.188932)
,,Barry Flanagan,,,sculpture,,,Նապաստակը պորտլանդական քարե հենարաններով զանգի վրա,,Hare on Bell on Portland Stone Piers,,Hare on Bell on Portland Stone Piers,Նապաստակը պորտլանդական քարե հենարաններով զանգի վրա,,Заяц на колоколе на опорах из портлендского камня,,,artwork,Q42515809,"hy:Նապաստակը զանգի վրա (քանդակ, Երևան)",,,"Նապաստակը զանգի վրա (քանդակ, Երևան)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hare on Bell on Portland Stone Piers,,,,,,,,,,,,,,,,Point,POINT (458761.672963 4448853.822679),681,1307.405392390118,44.5155499,40.1890595,POINT (44.51555 40.18906)
,,Mark Atoi,,,sculpture,,,Սպեկտրալ սյուների զույգ,,A Pair of Spectral Columns,,,Սպեկտրալ սյուների զույգ,,Пара спектральных колонн,,,artwork,Q52777351,,,,,,,,,,,,,,,,,,,,,,,,,,,Parella de Columnes Espectrals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458763.650535 4448869.906574),682,1323.5636897534475,44.5155721,40.1892045,POINT (44.515572 40.189204)
,,Fiona Campbell,,,,,,Թիթեռ II,,Butterfly II,,Butterfly II,Թիթեռ II,,Бабочка II,,,artwork,Q52783422,,,,,,,,,,,,,,,,,,,,,,,,,,,Papallona II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458743.022062 4448833.622965),683,1284.0002695967903,44.5153321,40.1888766,POINT (44.515332 40.188877)
,,Fernando Botero,,,sculpture,,,Հռոմեացի զինվոր,,Roman Warrior,,,Հռոմեացի զինվոր,,Римский воин,,1985,artwork,Q52820481,"hy:Հռոմեացի զինվոր (քանդակ, Երևան)",,,,,,,File:Centurion (5211881978).jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guerrero Romano,,,,,,,,,,,,,,,,,,,Point,POINT (458736.803221 4448867.089463),684,1315.7774302538617,44.5152569,40.1891778,POINT (44.515257 40.189178)
,,,,,,,,Արտացոլման աշտարակ,,Reflection Tower,,,Արտացոլման աշտարակ,,Башня отражений,,,artwork,Q52820120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458733.172509 4448849.149837),685,1297.4783600438627,44.51521540000001,40.189016,POINT (44.515215 40.189016)
,,,,,mosaic,,,Շախմատ,,Chess,,,,,Шахматы,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (458887.271008 4448062.190739),686,622.411697936094,44.5170759,40.181933699999995,POINT (44.517076 40.181934)
,,,,,,,,VEKS քարի արտադրամաս,,"""VEKS"" Qari ev mebeli artadramas",,,,,,,,artwork,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Point,POINT (457373.788573 4443878.171711),687,3862.8778034152174,44.4995755,40.14416350000001,POINT (44.499576 40.144164)
